votes,ps,ﺭﺩﻧﺟ,ﯽﻫﺩﻳﺃﺭ ﺯﮐﺭﻣ ﻡﺎﻧ,pc_code,ﺕﻳﻻﻭ,audit_number
599,3,ﻪﻧﺎﻧﺯ,ﺕﺎﻣﻭﺟ ﻊﻣﺎﺟ ﻭﻧﺎﺧﻳﺷ,1413186,ﺕﺳﻭﺧ,965
599,5,ﻪﻧﺍﺩﺭﻣ,ﻰըﻧﻭﻭ֢ ﻰﻠﮐ ﻩﺭﻳﭘﺳ,1411127,ﺕﺳﻭﺧ,966
599,7,ﻪﻧﺍﺩﺭﻣ,ﻰըﻧﻭﻭ֢ ﻰﻠﮐ ﻩﺭﻳﭘﺳ,1411127,ﺕﺳﻭﺧ,967
599,1,ﻪﻧﺍﺩﺭﻣ,ﻪؕﺎﻣ ټﻭﮐ ﺭﺗﺳ ﺕﺎﻣﻭﺟ,1410111,ﺕﺳﻭﺧ,968
599,6,ﻪﻧﺎﻧﺯ,ﻥﻭﺗﻣ ﺕﺎﻣﻭﺟ ﻲﻠﮐ ﻩﺯﺎﺗ ﺩ,1401013,ﺕﺳﻭﺧ,969
599,3,ﻪﻧﺎﻧﺯ,ﯽﮐ ﯽﻠﮐ ﻩﺭﺷﺭﻭﺗ ﻪﭘ ﻪﻣﻳﺧ,1410110,ﺕﺳﻭﺧ,970
599,1,ﻪﻧﺍﺩﺭﻣ,ﻪﺳﺭﺩﻣ ﯥﻟژﺭﻭ ﺩ,1404139,ﺕﺳﻭﺧ,971
599,2,ﻪﻧﺍﺩﺭﻣ,ﻪﺳﺭﺩﻣ ﯥﻟژﺭﻭ ﺩ,1404139,ﺕﺳﻭﺧ,972
599,5,ﻪﻧﺎﻧﺯ,ﻝﻳﺧﻧﺯ ﻪﺳﺭﺩﻣ,1413099,ﺕﺳﻭﺧ,973
600,3,ﻪﻧﺎﻧﺯ,ﺩﺟﺳﻣ,2408193,یﺩﻧﮑﻳﺍﺩ,974
599,2,ﻪﻧﺍﺩﺭﻣ,ﮏﺗﺷﺩ ﺩﺟﺳﻣ,2405090,یﺩﻧﮑﻳﺍﺩ,975
599,1,ﻪﻧﺍﺩﺭﻣ,ﺵﺎﺑ ﺭﺩﺧ ﺩﺟﺳﻣ,2404040,یﺩﻧﮑﻳﺍﺩ,976
599,3,ﻪﻧﺍﺩﺭﻣ,ﺞﻟﺎﺷ ﺩﺟﺳﻣ,2402024,یﺩﻧﮑﻳﺍﺩ,977
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﭘﻭﭼﻳﺍﺩ ﺩﺟﺳﻣ,2607022,ﻝﺑﺍﺯ,978
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﭘﻭﭼﻳﺍﺩ ﺏﺗﻛﻣ,2607023,ﻝﺑﺍﺯ,979
600,4,ﻪﻧﺍﺩﺭﻣ,ﻲﻟﺍﻭﺳﻟﻭ ﻙﻳﻧﻳﻠﻛ,2607024,ﻝﺑﺍﺯ,980
600,10,ﻪﻧﺎﻧﺯ,ﺩﺟﺳﻣ ﻲﻧﺍﻭﺭﻭﺷ,2605018,ﻝﺑﺍﺯ,981
600,8,ﻪﻧﺎﻧﺯ,ﺩﺟﺳﻣ ﻲﻧﺍﻭﺭﻭﺷ,2605018,ﻝﺑﺍﺯ,982
600,2,ﻪﻧﺎﻧﺯ,ﻩﺩﺭﻣﻫﺩ ﻪﻳﺭﻗ ﻪﺳﺭﺩﻣ,2205102,ﻝﭘﺭﺳ,983
599,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﺑﺭﻗ ﻼﻣ ﯽﺟﺎﺣ ﺩﺟﺳﻣ,2203070,ﻝﭘﺭﺳ,984
599,3,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻏﺭﺟ ﻪﺳﻳﻟ,2203061,ﻝﭘﺭﺳ,985
599,6,ﻪﻧﺎﻧﺯ,ﻥﺎﻏﺭﺟ ﻪﺳﻳﻟ,2203061,ﻝﭘﺭﺳ,986
599,3,ﻪﻧﺎﻧﺯ,ﮏﮔﺎﻳﺳ ﻝﺍﻭﺧ ﺩﺟﺳﻣ,2207099,ﻝﭘﺭﺳ,987
599,4,ﻪﻧﺎﻧﺯ,ﺕﺭﺎﻳﺯ یﺎﭘ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,2207094,ﻝﭘﺭﺳ,988
599,2,ﻪﻧﺍﺩﺭﻣ,ﻪﻟﻭﻐﻳﭘ ﻪﺳﺭﺩﻣ,2207095,ﻝﭘﺭﺳ,989
599,1,ﻪﻧﺍﺩﺭﻣ,یﺯﺍﺭﻭﺟ ﻉﻭﻠﻁ ﻪﺳﻳﻟ,2207091,ﻝﭘﺭﺳ,990
600,5,ﻪﻧﺎﻧﺯ,ﮓﻧﻣ ﯽﻧﻳﺑ ﺭﺑﻧﻣ,2007042,ﻥﺎﮕﻧﻣﺳ,991
600,4,ﻪﻧﺎﻧﺯ,ﺭﺎﺻﺣ ﻪﻟﻭﮔ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,2006092,ﻥﺎﮕﻧﻣﺳ,992
600,2,ﻪﻧﺎﻧﺯ,ﻩﺩ ﺥﺭﺳ ﺭﺑﻧﻣ,2007043,ﻥﺎﮕﻧﻣﺳ,993
599,4,ﻪﻧﺎﻧﺯ,ﯽﺑﺎﺑﻟ ﻪﺳﺭﺩﻣ,2006061,ﻥﺎﮕﻧﻣﺳ,994
599,3,ﻪﻧﺎﻧﺯ,ﻕﻼﺑ یﻭﺍ ﺭﺑﻧﻣ,2007044,ﻥﺎﮕﻧﻣﺳ,995
599,2,ﻪﻧﺍﺩﺭﻣ,ﻩﺎﮕﭼﻳﭘ ﻪﺳﺭﺩﻣ,2005071,ﻥﺎﮕﻧﻣﺳ,996
599,3,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﺩﻟﺍ ﻝﺎﻣﺟ ﺩﻳﺳ ﻪﺳﻳﻟ ﺏﺗﮑﻣ,2003079,ﻥﺎﮕﻧﻣﺳ,997
600,1,ﻪﻧﺍﺩﺭﻣ,ﻝﺎﭼ ﻪﻣﺎﻋ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1110266,ﯽﻧﺯﻏ,998
600,1,ﻪﻧﺎﻧﺯ,ﻥﻳﺳﺣﻟﺍﺩﺑﻋ ﻪﻧﺎﺧ ﻥﺎﻣﻬﻣ یﻭﻠﻬﭘ,1106109,ﯽﻧﺯﻏ,999
600,2,ﻪﻧﺎﻧﺯ,ﻥﻳﺳﺣﻟﺍﺩﺑﻋ ﻪﻧﺎﺧ ﻥﺎﻣﻬﻣ یﻭﻠﻬﭘ,1106109,ﯽﻧﺯﻏ,1000
600,3,ﻪﻧﺎﻧﺯ,ﻥﻳﺳﺣﻟﺍﺩﺑﻋ ﻪﻧﺎﺧ ﻥﺎﻣﻬﻣ یﻭﻠﻬﭘ,1106109,ﯽﻧﺯﻏ,1001
600,2,ﻪﻧﺎﻧﺯ,ﻕﻟﺎﺧﻟﺍ ﺩﺑﻋ ﺩﺟﺳﻣ,1111133,ﯽﻧﺯﻏ,1002
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﺣﻳﺭ ﻭﺑﺍ  ﺏﺗﮑﻣ,1111185,ﯽﻧﺯﻏ,1003
600,1,ﻪﻧﺎﻧﺯ,ﻥﺎﻏ ﺩﻧﻠﺑ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1111193,ﯽﻧﺯﻏ,1004
600,3,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻏ ﺩﻧﻠﺑ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1111193,ﯽﻧﺯﻏ,1005
600,1,ﻪﻧﺍﺩﺭﻣ,یﺯﻣﺭ ﻩﺩ ﺩﺟﺳﻣ,1106108,ﯽﻧﺯﻏ,1006
600,2,ﻪﻧﺍﺩﺭﻣ,یﺯﻣﺭ ﻩﺩ ﺩﺟﺳﻣ,1106108,ﯽﻧﺯﻏ,1007
600,3,ﻪﻧﺍﺩﺭﻣ,یﺯﻣﺭ ﻩﺩ ﺩﺟﺳﻣ,1106108,ﯽﻧﺯﻏ,1008
600,2,ﻪﻧﺍﺩﺭﻣ,ﻪﺿﻭﺭ ﻩﺩ ﺩﺟﺳﻣ,1111187,ﯽﻧﺯﻏ,1009
600,4,ﻪﻧﺎﻧﺯ,ﻪﺿﻭﺭ ﻩﺩ ﺩﺟﺳﻣ,1111187,ﯽﻧﺯﻏ,1010
600,1,ﻪﻧﺍﺩﺭﻣ,ﻭﻟﺍﺩﺭﺯ ﻪﻧﻳﺳﺣ ﺩﺟﺳﻣ,1111178,ﯽﻧﺯﻏ,1011
600,3,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﺭﺟﺎﻬﻣ ﻪﻳﺋﺍﺩﺗﺑﺍ ﺏﺗﮑﻣ,1114338,ﯽﻧﺯﻏ,1012
600,1,ﻪﻧﺍﺩﺭﻣ,ﺎﻧﺍﺩ ﺎﮐﺎﮐ ﺩﺟﺳﻣ,1110257,ﯽﻧﺯﻏ,1013
600,2,ﻪﻧﺎﻧﺯ,ﯽﻟﺩﻧﮐ ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,1116308,ﯽﻧﺯﻏ,1014
600,1,ﻪﻧﺍﺩﺭﻣ,ﺭﺩﻧﮐ ﻪﻧﺎﺧ ﻥﺎﻣﻬﻣ ﺭﺩﻧﮐ ﺩﺟﺳﻣ,1105066,ﯽﻧﺯﻏ,1015
600,2,ﻪﻧﺎﻧﺯ,ﯽﻠﻔﺳ ﯽךﻧﻠﻣ ﺩﺟﺳﻣ,1107232,ﯽﻧﺯﻏ,1016
600,1,ﻪﻧﺍﺩﺭﻣ,ﻝﺍﻭﺩﺍﺩﻳﻣ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1107231,ﯽﻧﺯﻏ,1017
600,3,ﻪﻧﺍﺩﺭﻣ,ﻝﺍﻭﺩﺍﺩﻳﻣ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1107231,ﯽﻧﺯﻏ,1018
600,1,ﻪﻧﺍﺩﺭﻣ,ﻪﺗﺧﻭﺳ ﻪﻧﺎﻳﻣ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1110255,ﯽﻧﺯﻏ,1019
600,3,ﻪﻧﺍﺩﺭﻣ,ﯽﻟډﻭי ﺩﻣﺣﻣ ﻼﻣ ﺏﺗﮑﻣ,1107252,ﯽﻧﺯﻏ,1020
600,2,ﻪﻧﺍﺩﺭﻣ,ﺭﻳיﺎﻧﭘ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1111135,ﯽﻧﺯﻏ,1021
600,4,ﻪﻧﺍﺩﺭﻣ,ﺭﻳיﺎﻧﭘ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1111135,ﯽﻧﺯﻏ,1022
600,1,ﻪﻧﺍﺩﺭﻣ,ﻪיﺩﻳﭘ ﯽﻣﻭﻣﻋ ﺩﺟﺳﻣ,1114353,ﯽﻧﺯﻏ,1023
600,2,ﻪﻧﺍﺩﺭﻣ,ﻍﺎﺑ ﻩﺭﻗ ﯽﻟﺍﻭﺳﻟﻭ یﺯﮐﺭﻣ ﮏﻳﻧﻳﻠﮐ,1111132,ﯽﻧﺯﻏ,1024
600,3,ﻪﻧﺍﺩﺭﻣ,ﻍﺎﺑ ﻩﺭﻗ ﯽﻟﺍﻭﺳﻟﻭ یﺯﮐﺭﻣ ﮏﻳﻧﻳﻠﮐ,1111132,ﯽﻧﺯﻏ,1025
600,4,ﻪﻧﺍﺩﺭﻣ,ﻍﺎﺑ ﻩﺭﻗ ﯽﻟﺍﻭﺳﻟﻭ یﺯﮐﺭﻣ ﮏﻳﻧﻳﻠﮐ,1111132,ﯽﻧﺯﻏ,1026
600,5,ﻪﻧﺍﺩﺭﻣ,ﻍﺎﺑ ﻩﺭﻗ ﯽﻟﺍﻭﺳﻟﻭ یﺯﮐﺭﻣ ﮏﻳﻧﻳﻠﮐ,1111132,ﯽﻧﺯﻏ,1027
600,3,ﻪﻧﺍﺩﺭﻣ,ﯽﻧﺎﻧ ﻪﻳﺭﻗ ﻥﺎﺟ ﺏﺣﺎﺻ یﺭﺎﻗ ﺏﺗﮑﻣ,1107224,ﯽﻧﺯﻏ,1028
600,4,ﻪﻧﺎﻧﺯ,ﯽﻧﺎﻧ ﻪﻳﺭﻗ ﻥﺎﺟ ﺏﺣﺎﺻ یﺭﺎﻗ ﺏﺗﮑﻣ,1107224,ﯽﻧﺯﻏ,1029
600,2,ﻪﻧﺎﻧﺯ,ﺭךﻧﺳ ﻪﻳﺭﻗ ﮏﻳﻧﻳﻠﮐ,1118291,ﯽﻧﺯﻏ,1030
600,3,ﻪﻧﺍﺩﺭﻣ,ﯽﮐﺭﺳ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1107253,ﯽﻧﺯﻏ,1031
600,4,ﻪﻧﺎﻧﺯ,ﯽﮐﺭﺳ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1107253,ﯽﻧﺯﻏ,1032
600,1,ﻪﻧﺍﺩﺭﻣ,ﺭﺎﮐ ﻝﺧﺷ ﻥﻳﺩﻟﺎﻣﺟ ﺩﻳﺳ ﻪﺳﻳﻟ,1110274,ﯽﻧﺯﻏ,1033
600,3,ﻪﻧﺎﻧﺯ,ﺭﺎﮐ ﻝﺧﺷ ﻥﻳﺩﻟﺎﻣﺟ ﺩﻳﺳ ﻪﺳﻳﻟ,1110274,ﯽﻧﺯﻏ,1034
600,2,ﻪﻧﺎﻧﺯ,ﯽﻟﺎﻔﺷ ﺩﺟﺳﻣ,1116304,ﯽﻧﺯﻏ,1035
600,3,ﻪﻧﺍﺩﺭﻣ,ﺭﺩﻳﺣ ﻡﻼﻏ ﺩﻳﻬﺷ ﻪﺳﻳﻟ,1110254,ﯽﻧﺯﻏ,1036
600,5,ﻪﻧﺎﻧﺯ,ﺭﺩﻳﺣ ﻡﻼﻏ ﺩﻳﻬﺷ ﻪﺳﻳﻟ,1110254,ﯽﻧﺯﻏ,1037
600,1,ﻪﻧﺎﻧﺯ,ﯽﻠﻔﺳ ﯽﺷﻣﺷ ﺩﺟﺳﻣ,1107242,ﯽﻧﺯﻏ,1038
600,3,ﻪﻧﺎﻧﺯ,ﯽﻠﻔﺳ ﯽﺷﻣﺷ ﺩﺟﺳﻣ,1107242,ﯽﻧﺯﻏ,1039
600,1,ﻪﻧﺍﺩﺭﻣ,ﯽﺷﻣﺷ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1107241,ﯽﻧﺯﻏ,1040
600,3,ﻪﻧﺍﺩﺭﻣ,ﯽﺷﻣﺷ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1107241,ﯽﻧﺯﻏ,1041
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﺧ ﺭﻳﺷ ﺏﺗﮑﻣ,1111134,ﯽﻧﺯﻏ,1042
600,1,ﻪﻧﺍﺩﺭﻣ,ﻪﻠﻐﺷ ﻪﻣﺎﻋ ﺩﺟﺳﻣ,1114347,ﯽﻧﺯﻏ,1043
600,4,ﻪﻧﺎﻧﺯ,ﻥﻳﻣﺯ ﻩﺎﺳ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1110273,ﯽﻧﺯﻏ,1044
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﭼ ﻕﺎﺗ ﮏﻳﻧﻳﻠﮐ,1111180,ﯽﻧﺯﻏ,1045
600,3,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﭼ ﻕﺎﺗ ﮏﻳﻧﻳﻠﮐ,1111180,ﯽﻧﺯﻏ,1046
600,4,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﭼ ﻕﺎﺗ ﮏﻳﻧﻳﻠﮐ,1111180,ﯽﻧﺯﻏ,1047
600,5,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﭼ ﻕﺎﺗ ﮏﻳﻧﻳﻠﮐ,1111180,ﯽﻧﺯﻏ,1048
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﺳﺧﻠﺑ ﻡﻭﻟﻭﺍ ﻪﻳﺭﻗ ﻪﻣﺎﻋ ﺩﺟﺳﻣ,1116312,ﯽﻧﺯﻏ,1049
600,2,ﻪﻧﺍﺩﺭﻣ,ﯽﻣﺭﻭﺗ ﻭﺗﺎﻳﻟﺍ ﻪﺳﻳﻟ,1114351,ﯽﻧﺯﻏ,1050
600,3,ﻪﻧﺎﻧﺯ,ﻭﻟﺍﺩﺭﺯ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1111179,ﯽﻧﺯﻏ,1051
599,1,ﻪﻧﺍﺩﺭﻣ,ﻪﺑﺎﺑ ﯽﻟﺎﻋ ﻪﺳﻳﻟ,1114324,ﯽﻧﺯﻏ,1052
599,2,ﻪﻧﺎﻧﺯ,ﯽיﺭﺩﺎﻬﺑ ﻪﻧﻬﮐ ﺩﺟﺳﻣ,1111161,ﯽﻧﺯﻏ,1053
599,2,ﻪﻧﺎﻧﺯ,ﺭﺎﻳﺗﺧﺑ ﻪﻳﺭﻗ ﻥﻳﻳﺎﭘ ﺩﺟﺳﻣ,1107226,ﯽﻧﺯﻏ,1054
599,3,ﻪﻧﺍﺩﺭﻣ,ﻭﺗﻣﺭﺟ ﺭﺟﺎﻫ ﯽﺑ ﯽﺑ ﻪﺳﻳﻟ,1106111,ﯽﻧﺯﻏ,1055
599,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻏ ﺩﻧﻠﺑ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1111193,ﯽﻧﺯﻏ,1056
599,2,ﻪﻧﺎﻧﺯ,ﻪﻟﺎﺗ ﺥﺍﺭﻓ ﺩﺟﺳﻣ,1110282,ﯽﻧﺯﻏ,1057
599,3,ﻪﻧﺍﺩﺭﻣ,ﻭﻟﺍﺩﺭﺯ ﻪﻧﻳﺳﺣ ﺩﺟﺳﻣ,1111178,ﯽﻧﺯﻏ,1058
599,1,ﻪﻧﺍﺩﺭﻣ,ﻪﭼﻳﻫ ﻪﻳﺭﻗ ﯽﻣﻭﻣﻋ ﺩﺟﺳﻣ,1114340,ﯽﻧﺯﻏ,1059
599,1,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﺭﺟﺎﻬﻣ ﻪﻳﺋﺍﺩﺗﺑﺍ ﺏﺗﮑﻣ,1114338,ﯽﻧﺯﻏ,1060
599,2,ﻪﻧﺎﻧﺯ,ﻪﮐﺎﺟ  ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,1114350,ﯽﻧﺯﻏ,1061
599,1,ﻪﻧﺍﺩﺭﻣ,ﻭﺭﻳﺧ ﺩﺟﺳﻣ,1116306,ﯽﻧﺯﻏ,1062
599,3,ﻪﻧﺍﺩﺭﻣ,ﻪﻧﻳﺩﺍﺭﻣ ﯽﻟﺎﻋ ﻪﺳﻳﻟ,1116310,ﯽﻧﺯﻏ,1063
599,1,ﻪﻧﺍﺩﺭﻣ,ﺩﻳﺑ ﻪﻧﺎﻳﻣ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1110281,ﯽﻧﺯﻏ,1064
599,2,ﻪﻧﺎﻧﺯ,ﻝﻭﻗ ﻥﺎﻳﻣ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1110270,ﯽﻧﺯﻏ,1065
599,2,ﻪﻧﺍﺩﺭﻣ,ﻭﺗﻧﺎﻐﻳﻏ ﺩﻣﺣﺍﺭﻳﻣ ﺩﺟﺳﻣ,1116301,ﯽﻧﺯﻏ,1066
599,1,ﻪﻧﺍﺩﺭﻣ,ﯽﻟډﻭי ﺩﻣﺣﻣ ﻼﻣ ﺏﺗﮑﻣ,1107252,ﯽﻧﺯﻏ,1067
599,2,ﻪﻧﺎﻧﺯ,ﯽﺷﭘ ﻩﻭﺎﻧ ﺩﺟﺳﻣ,1116407,ﯽﻧﺯﻏ,1068
599,2,ﻪﻧﺎﻧﺯ,ﻪיﺩﻳﭘ ﯽﻣﻭﻣﻋ ﺩﺟﺳﻣ,1114353,ﯽﻧﺯﻏ,1069
599,10,ﻪﻧﺎﻧﺯ,ﻩﺩﺎﻬﺷ ﻪﻌﻠﻗ ﻪﺳﻳﻟ,1101035,ﯽﻧﺯﻏ,1070
599,1,ﻪﻧﺍﺩﺭﻣ,ﮏﻧﮑﻣ ﻩﺩﺭﻭ ﻩﺭﺎﻗ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1116318,ﯽﻧﺯﻏ,1071
599,1,ﻪﻧﺍﺩﺭﻣ,ﯽﻧﺎﻧ ﻪﻳﺭﻗ ﻥﺎﺟ ﺏﺣﺎﺻ یﺭﺎﻗ ﺏﺗﮑﻣ,1107224,ﯽﻧﺯﻏ,1072
599,2,ﻪﻧﺍﺩﺭﻣ,ﯽﻧﺎﻧ ﻪﻳﺭﻗ ﻥﺎﺟ ﺏﺣﺎﺻ یﺭﺎﻗ ﺏﺗﮑﻣ,1107224,ﯽﻧﺯﻏ,1073
599,2,ﻪﻧﺎﻧﺯ,ﻝﻭډﻭﮔ ﯽﻧﺎﺗﻓﺩ ﻡﻟﺎﻋ ﺩﻳﺳ ﺩﺟﺳﻣ,1111195,ﯽﻧﺯﻏ,1074
599,1,ﻪﻧﺍﺩﺭﻣ,ﺭﺩﻳﺣ ﻡﻼﻏ ﺩﻳﻬﺷ ﻪﺳﻳﻟ,1110254,ﯽﻧﺯﻏ,1075
599,4,ﻪﻧﺍﺩﺭﻣ,ﺭﺩﻳﺣ ﻡﻼﻏ ﺩﻳﻬﺷ ﻪﺳﻳﻟ,1110254,ﯽﻧﺯﻏ,1076
599,1,ﻪﻧﺍﺩﺭﻣ,ﯽﻠﻋ ﺩﺍﺭﻣ ﺩﻳﻬﺷ ﻪﺳﻳﻟ,1110258,ﯽﻧﺯﻏ,1077
599,2,ﻪﻧﺍﺩﺭﻣ,ﯽﻔﻳﺭﺷ ﯽﻟﺎﻋ ﻪﺳﻳﻟ,1114334,ﯽﻧﺯﻏ,1078
599,3,ﻪﻧﺍﺩﺭﻣ,ﯽﻔﻳﺭﺷ ﯽﻟﺎﻋ ﻪﺳﻳﻟ,1114334,ﯽﻧﺯﻏ,1079
599,1,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﻣﺯ ﻩﺎﺳ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,1110273,ﯽﻧﺯﻏ,1080
599,1,ﻪﻧﺍﺩﺭﻣ,ﻍﺍﻭ ﻪﻳﺭﻗ ﻪﺳﻳﻟ,1110264,ﯽﻧﺯﻏ,1081
599,2,ﻪﻧﺍﺩﺭﻣ,ﻍﺍﺩﺭﻳﺷ ﺭﺻﻌﻳﻟﻭ ﺩﺟﺳﻣ,1116298,ﯽﻧﺯﻏ,1082
599,3,ﻪﻧﺍﺩﺭﻣ,ﻍﺍﺩﺭﻳﺷ ﺭﺻﻌﻳﻟﻭ ﺩﺟﺳﻣ,1116298,ﯽﻧﺯﻏ,1083
600,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻘﺷ ﺎﻋ ﺏﺗﮑﻣ,2308211,ﺭﻭﻏ,1084
600,3,ﻪﻧﺎﻧﺯ,ﻥﺎﻘﺷ ﺎﻋ ﺏﺗﮑﻣ,2308211,ﺭﻭﻏ,1085
600,1,ﻪﻧﺍﺩﺭﻣ,ﺩﻣﺣﻻﺍﺩﺑﻋ ﻥﻳﻣﺯ,2301017,ﺭﻭﻏ,1086
600,2,ﻪﻧﺍﺩﺭﻣ,ﺩﻣﺣﻻﺍﺩﺑﻋ ﻥﻳﻣﺯ,2301017,ﺭﻭﻏ,1087
600,1,ﻪﻧﺍﺩﺭﻣ,ﻥﻣﺣﺭﻟﺍﺩﺑﻋ ﻝﺯﻧﻣ  ﺭﺍﻭﺟ,2301022,ﺭﻭﻏ,1088
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﻣﺣﺭﻟﺍﺩﺑﻋ ﻝﺯﻧﻣ  ﺭﺍﻭﺟ,2301022,ﺭﻭﻏ,1089
600,3,ﻪﻧﺎﻧﺯ,ﻥﻣﺣﺭﻟﺍﺩﺑﻋ ﻝﺯﻧﻣ  ﺭﺍﻭﺟ,2301022,ﺭﻭﻏ,1090
600,4,ﻪﻧﺍﺩﺭﻣ,ﻥﻣﺣﺭﻟﺍﺩﺑﻋ ﻝﺯﻧﻣ  ﺭﺍﻭﺟ,2301022,ﺭﻭﻏ,1091
600,3,ﻪﻧﺎﻧﺯ,ﻪﻗﺭﻻ ﷲﺩﺑﻋ ﻝﺯﻧﻣ ﺏﻘﻋ,2308212,ﺭﻭﻏ,1092
600,1,ﻪﻧﺍﺩﺭﻣ,ﯽﺗﻋﺍﺭﺯ ﻥﻳﻣﺯ,2306076,ﺭﻭﻏ,1093
600,3,ﻪﻧﺎﻧﺯ,ﯽﺗﻋﺍﺭﺯ ﻥﻳﻣﺯ,2306076,ﺭﻭﻏ,1094
600,3,ﻪﻧﺎﻧﺯ,یﺭﺧﺁ ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,2310204,ﺭﻭﻏ,1095
600,4,ﻪﻧﺎﻧﺯ,یﺭﺧﺁ ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,2310204,ﺭﻭﻏ,1096
600,3,ﻪﻧﺍﺩﺭﻣ,ﺭﺩﻧﻟﺍ ﺏﺗﮑﻣ,2301003,ﺭﻭﻏ,1097
600,1,ﻪﻧﺍﺩﺭﻣ,ﺭﺍﺯﺎﺑ ﯽﻠﻋ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,2303055,ﺭﻭﻏ,1098
600,1,ﻪﻧﺍﺩﺭﻣ,ﻝﻭﺳﺭ ﺏﺎﺑﺭﺍ ﻝﺯﻧﻣ ﮏﻳﺩﺯﻧ,2309195,ﺭﻭﻏ,1099
600,2,ﻪﻧﺍﺩﺭﻣ,ﻝﻭﺳﺭ ﺏﺎﺑﺭﺍ ﻝﺯﻧﻣ ﮏﻳﺩﺯﻧ,2309195,ﺭﻭﻏ,1100
